Outlet_ID,mean_volume,max_volume,std_volume,total_volume,months_active,mean_bill,max_bill,cooler_count,outlet_size,outlet_type,distributor,latitude,longitude,peak_month_volume,consistency_score
OUT_00848,25.3995067913406,189.09876693009804,34.373835098309335,3606.729964370365,142,7272.814255511867,28592.809350124666,2,Medium,Bakery,DIST_W_03,6.798123,79.837665,338.50729316878784,0.4230769230769231
OUT_00849,25.285137406907474,195.71712134515047,32.030620155151496,4121.477397325918,163,7038.423524332518,23537.720851849044,1,Medium,Eatery,DIST_W_02,6.849038,79.883354,250.38158359488597,0.43333333333333335
OUT_00850,14.120558731600045,85.29550975726245,17.765057834282107,917.8363175540029,65,3708.6872934809835,12264.867301447412,0,Small,SMMT,DIST_W_01,7.187737,79.942249,128.0524315595791,0.4090909090909091
OUT_00851,12.846415612171906,67.64881687184631,16.92616619809702,668.0136118329391,52,3539.90575121015,11660.865223279108,0,Small,Bakery,DIST_W_03,7.166272,79.956964,96.54612491028831,0.35
OUT_00852,22.819264873373278,202.57024829097165,32.01397628314883,2783.95031455154,122,7636.146480583451,25192.627051317235,2,Medium,Kiosk,DIST_W_03,6.853885,79.984091,329.9463976810455,0.34782608695652173
OUT_00853,84.02379084923916,433.48493465898406,65.53147394746198,25543.232418168707,304,32693.627760048374,135466.8945042986,5,Extra Large,Bakery,DIST_W_01,6.767844,80.068091,1083.09801860988,0.36363636363636365
OUT_00854,27.685915789055727,199.76973996209767,36.64428215668096,3322.309894686687,120,7320.795824185565,22397.84190837308,1,Medium,Kiosk,DIST_W_03,6.794968,80.010521,293.08457755572897,0.5
OUT_00855,13.541970006185187,86.6664312162291,17.85978971139271,853.1441103896667,63,3617.895641066431,10710.091782241076,1,Small,Hotel,DIST_W_02,6.710467,79.894732,100.11919777852647,0.43478260869565216
OUT_00856,84.11436653395585,431.1053190735349,67.75811290278547,26327.79672512818,313,32451.85837621558,122748.84842139207,2,Extra Large,Pharmacy,DIST_W_01,6.851509,80.089964,1062.2127368708652,0.38235294117647056
OUT_00857,63.63023726805194,431.958040536838,85.5445968682226,15653.038367940779,246,16866.259702259365,60697.84991376249,4,Large,Pharmacy,DIST_W_03,6.853619,79.911007,953.6925777147253,0.5161290322580645
OUT_00858,13.954890509546118,78.45038182102031,19.36337274162508,837.2934305727671,60,3586.729680036081,11349.35331404464,0,Small,Kiosk,DIST_W_01,6.989866,79.903687,98.76113256162432,0.38095238095238093
OUT_00859,12.184902986201568,63.02536105143395,14.329515261173835,828.5734030617066,68,3318.523135914049,9708.437960806985,0,Small,Kiosk,DIST_W_01,6.783026,79.818331,116.48393958145132,0.38095238095238093
OUT_00860,10.702581717269114,60.861784503777855,12.726100862321472,503.02134071164835,47,3320.671144932586,11352.35831712132,0,Small,Kiosk,DIST_W_01,6.900352,79.834544,90.42806260717171,0.4
OUT_00861,13.839665767294402,66.64812317581634,16.615429125498462,871.8989433395474,63,2972.5333723283543,10196.853435530287,0,Small,SMMT,DIST_W_01,7.008214,79.937233,111.46193992244969,0.47368421052631576
OUT_00862,15.307950313830018,71.53832251834925,17.375479760760374,841.937267260651,55,3359.3133344424305,7955.033463178093,1,Small,Eatery,DIST_W_02,7.065246,79.840607,102.59315583943744,0.5
OUT_00863,12.264733431248162,85.83845597731893,16.92288004281313,784.9429395998824,64,3650.366226069247,12001.558879439131,0,small,SMMT,DIST_W_01,6.962629,79.833363,106.40128122847752,0.3157894736842105
OUT_00864,14.283505497436616,68.78216838405316,17.913099866943835,599.9072308923379,42,3527.992723848066,11394.417883188742,0,Small,Hotel,DIST_W_03,7.037811,79.811426,86.0829692818722,0.42857142857142855
OUT_00865,28.847948231810356,196.29904423003543,40.23631281299846,3779.081218367157,131,7092.753056969917,25596.95840228679,2,Medium,Grocery,DIST_W_03,6.720982,79.909094,299.06163068771116,0.5
OUT_00866,30.442455102142485,183.47748891393587,39.72597734010414,4231.501259197806,139,7681.185253330818,23496.47097385504,1,Medium,Bakry,DIST_W_01,6.847734,79.958991,259.4440663466651,0.5483870967741935
OUT_00867,24.300119917246604,195.83455497734047,33.61381185899081,2745.9135506488665,113,6923.349493795933,23038.435609036427,2,Medium,Grocery,DIST_W_03,6.898156,79.888898,272.09149207663705,0.391304347826087
OUT_00868,14.921412397713702,97.9633189296756,20.07797508517527,760.9920322833988,51,3619.9924929370895,11255.217837965794,0,small,Kiosk,DIST_W_03,7.0072,79.957099,155.80379557988994,0.3
OUT_00869,12.3031171156133,93.81377967330818,18.167860824201412,639.7620900118916,52,3083.5055750290776,10471.799137163092,1,small,Grocery,DIST_W_02,7.114219,79.824056,129.79251062025986,0.2777777777777778
OUT_00870,24.947670399768544,165.16223890550447,32.191568466987796,2769.1914143743084,111,6663.265101787807,17273.7170784081,2,Medium,Pharmacy,DIST_W_03,6.879897,79.892092,274.5881585592141,0.38095238095238093
OUT_00871,63.637700080679494,423.6644416617886,79.13195862920588,14382.120218233566,226,18113.320246994735,66670.9417759335,2,Large,SMMT,DIST_W_03,7.137567,80.091282,880.3808693758097,0.5517241379310345
OUT_00872,15.703919873859892,94.74131384577196,20.777555761374245,1067.8665514224726,68,3363.3562913226956,12402.513438475356,0,Small,Pharmacy,DIST_W_01,6.934759,79.926797,161.27557097142864,0.4
OUT_00873,58.17458109376351,359.7801709422603,72.63829318956219,15416.26398984733,265,16840.772922408818,70885.25426975606,2,Large,Eatery,DIST_W_02,6.940639,80.042903,693.0350644861356,0.5757575757575758
OUT_00874,25.316686960721665,212.8437126192241,35.45150030225289,3215.2192440116514,127,7106.166976251874,21429.08972639869,1,Medium,Bakry,DIST_W_02,7.136937,79.803872,338.58581939963693,0.36
OUT_00875,14.462797757029582,92.32154216125345,21.116218722235484,752.0654833655383,52,4098.276935933348,13172.97842423793,0,Small,SMMT,DIST_W_01,7.005189,79.807233,136.97628717857415,0.4117647058823529
OUT_00876,13.720747443347765,72.55139681549187,17.687053948383035,727.1996144974315,53,3676.4266950483866,11796.22855745717,0,Small,Bakry,DIST_W_02,6.891608,79.8649,89.2365252032414,0.3684210526315789
OUT_00877,67.80530888543451,424.0960153656383,86.90652442021148,17086.937839129496,252,17329.70132897803,53001.9626188571,4,Large,Eatery,DIST_W_01,6.920575,79.859823,885.5535721067632,0.5806451612903226
OUT_00878,27.342874885954533,182.0481101524928,34.64592121871029,3527.230860288135,129,6764.240415654561,23170.8916228923,2,Medium,Pharmacy,DIST_W_01,6.809087,80.080613,284.9243918628049,0.4230769230769231
OUT_00879,26.872228340620932,187.0951539984479,34.29257491569549,3439.6452275994793,128,7150.359442023906,23829.13197022346,1,Medium,Hotel,DIST_W_02,6.907071,80.087384,259.5349852492085,0.5416666666666666
OUT_00880,12.863706874001252,60.050817179877214,16.321354534202932,643.1853437000626,50,3212.5327758377734,8192.73472708058,0,Small,Bakery,DIST_W_02,7.012825,79.971482,89.1368785593083,0.4444444444444444
OUT_00881,62.82003258027015,422.9973465148608,78.8540677889642,15516.548047326727,247,17195.839638138717,63127.757251675226,2,Large,SMMT,DIST_W_01,7.093871,79.885009,919.9195118471132,0.53125
OUT_00882,16.694543116690248,99.95726579365216,20.9330525017534,1202.007104401698,72,3671.265864560573,10439.557613562323,0,Small,SMMT,DIST_W_03,7.012665,79.803702,139.20790754427045,0.4782608695652174
OUT_00883,20.04050797743841,95.7242243476938,23.787585205753675,861.7418430298516,43,3505.2855628550474,10058.26807788354,0,small,SMMT,DIST_W_03,6.999005,79.915531,132.29238538791418,0.4666666666666667
OUT_00884,25.518578407676895,178.73785486196525,35.58431173109026,3496.0452418517348,137,7220.697766705033,23986.21172232398,1,Medium,Bakery,DIST_W_02,6.891392,80.051744,328.7586907777094,0.3333333333333333
OUT_00885,27.21567112855965,181.60864597527055,34.78074406894009,3538.0372467127545,130,7101.7809318619375,26906.18932614087,1,Medium,Bakery,DIST_W_03,6.735578,79.97216,359.99289803734894,0.46153846153846156
OUT_00886,84.10195439654382,404.060410684302,65.55239529851708,25651.096090945866,305,32283.40023783869,123316.21989595324,2,Extra Large,Kiosk,DIST_W_01,6.829052,79.834062,1083.9405533473828,0.42424242424242425
OUT_00887,13.826958328725572,84.59199980443621,18.920034771147733,788.1366247373576,57,3213.771217442873,12395.48420565547,0,Small,Grocery,DIST_W_03,7.151382,79.95747,96.10449952074478,0.3888888888888889
OUT_00888,11.160434268946567,75.32758525953484,14.789631768536454,591.5030162541681,53,3573.1224596632615,10003.943429470792,0,Small,Grocery,DIST_W_01,6.738594,79.850966,107.79160304817306,0.2222222222222222
OUT_00889,29.345564935949255,183.86461429891756,37.30356242522587,4049.687961160997,138,7745.109332355583,26894.03098879853,2,Medium,Pharmacy,DIST_W_01,6.822924,79.907442,350.16072762923864,0.5
OUT_00890,26.425073556157315,195.4912110368338,35.12925294950682,2906.758091177305,110,6691.454083803271,21526.173864187454,1,Medium,Bakery,DIST_W_03,6.723486,80.078416,329.674809856407,0.4782608695652174
OUT_00891,32.423446812234644,222.2298307597079,42.954248218785516,4344.741872839442,134,7460.4899670599925,24140.810376267043,2,Medium,Bakery,DIST_W_03,6.702094,80.00113,368.6749114594886,0.4
OUT_00892,13.821869134024592,68.41681722508557,17.619684575003586,718.7371949692788,52,3149.0817960218587,8345.892681852056,1,Small,Bakry,DIST_W_03,6.907722,79.807202,92.42336368603883,0.5
OUT_00893,13.473102732276976,89.57952780024897,17.352202729694042,916.1709857948343,68,3380.1099307558693,9416.017598581144,1,Small,Bakery,DIST_W_01,7.183901,79.964959,121.91505318705728,0.30434782608695654
OUT_00894,13.732165844785237,80.0710881961333,16.95229295735286,865.12644822147,63,3814.914525399062,12589.950635918463,0,Small,Grocery,DIST_W_03,6.725487,79.985259,124.94825704087415,0.3684210526315789
OUT_00895,27.521658533184382,153.61070058554685,35.88879951369241,2669.600877718885,97,6979.943439667248,22837.00370078696,1,Medium,Bakry,DIST_W_02,6.937545,80.07673,220.4669809297136,0.5238095238095238
OUT_00896,15.139122806910523,70.89439494584029,18.574868499002665,847.7908771869893,56,3409.7349094855604,12711.882889130484,0,Small,SMMT,DIST_W_03,7.091213,80.097754,104.93703685070837,0.5882352941176471
OUT_00897,29.614026831640007,178.77161950309676,37.99041090057163,4501.332078409281,152,7403.085957987337,23924.9842841582,2,Medium,Pharmacy,DIST_W_01,7.065122,79.946961,317.0485161537604,0.4827586206896552
OUT_00898,13.266023604321749,83.5604898536543,17.226545354093474,583.705038590157,44,2892.2012367729258,8219.488268508665,1,Small,SMMT,DIST_W_01,6.708338,79.858432,114.17505267449341,0.4
OUT_00899,13.48451024711845,91.91200604656404,20.20825730539827,660.7410021088041,49,3027.4459316121515,12548.389615643691,1,Small,Grocery,DIST_W_03,7.116306,80.04125,147.0822923616506,0.4375
OUT_00900,14.053140461639453,65.69563049121466,17.59997735829581,1053.985534622959,75,3322.6928081619426,11236.153212796533,1,Small,Bakery,DIST_W_01,6.769994,79.924746,103.37472195970217,0.5
OUT_00901,14.684125356199035,95.6631363460505,19.661557663269626,910.4157720843401,62,3136.876759382288,8771.792172989148,0,Small,Pharmacy,DIST_W_02,6.729589,79.989841,130.69876149418624,0.35
OUT_00902,15.900953506624107,95.64936269238784,19.265352836575065,556.5333727318438,35,4097.302386822094,9721.881649900037,0,Small,Kiosk,DIST_W_03,7.065087,79.971537,102.5533374948549,0.35714285714285715
OUT_00903,63.11081157655908,433.6336436446561,80.85593189384662,16787.475879364716,266,17360.528982255393,63702.499921890725,2,Large,Grocery,DIST_W_02,6.804158,79.906632,895.834843570369,0.53125
OUT_00904,12.441205921787374,62.29398196679932,15.325338236041421,534.9718546368571,43,3707.884752906792,11155.351753673602,0,Small,Pharmacy,DIST_W_03,7.169332,79.904956,90.47669503202832,0.46153846153846156
OUT_00905,10.608895579023773,88.48973053837291,13.43517496234836,477.4003010560698,45,3421.3839933296476,10945.6887231543,0,Small,SMMT,DIST_W_03,6.857505,79.867381,108.05320686968739,0.4666666666666667
OUT_00906,59.8647373642077,395.6932466062372,73.05776447979446,17420.63857298444,291,16621.937738050747,63676.2201442516,4,Large,Eatery,DIST_W_03,6.936514,79.812995,795.0143211653232,0.5428571428571428
OUT_00907,15.239997162724686,90.3611998402208,19.238369716193475,1112.519792878902,73,3300.0593045632286,8758.39442407156,0,Small,Hotel,DIST_W_03,6.906202,79.858727,101.40146670698152,0.47619047619047616
OUT_00908,14.078382369006034,95.16342660704836,20.178762175089435,985.4867658304224,70,3562.7347218166333,12732.81423851462,0,Small,Hotel,DIST_W_01,7.15598,79.818279,133.82675710326765,0.4
OUT_00909,10.966638496682132,88.85909285286814,16.26670150056847,679.9315867942921,62,3206.9779285119444,12259.457008598514,0,Small,Grocery,DIST_W_01,6.94812,79.885688,114.29035763521122,0.2857142857142857
OUT_00910,14.177137740560426,75.69754452104053,18.445754688305236,1091.6396060231527,77,3445.840490621979,14138.195569392788,0,Small,Eatery,DIST_W_02,7.170737,79.852323,185.35619034314664,0.36363636363636365
OUT_00911,16.314376384416633,96.08227566419046,19.928423417007682,832.0331956052482,51,3522.54743112178,9447.637152704698,0,Small,Grocery,DIST_W_03,6.880824,79.837613,126.37694138765414,0.47058823529411764
OUT_00912,65.70381696620818,387.21688368960633,84.51223924939055,14323.432098633384,218,16402.9724979479,58437.60622522879,5,Large,Grocery,DIST_W_03,6.711282,80.058499,749.9931978670008,0.5
OUT_00913,28.045694682915027,178.8975471818783,35.736882436797394,3730.0773928276985,133,6838.411215609931,23169.36831386617,2,Medium,Eatery,DIST_W_03,7.013484,80.042518,254.38823752871025,0.52
OUT_00914,24.129984209781743,174.94917010758053,30.386938605568947,3378.197789369444,140,6682.498498931357,24534.826873022383,1,Medium,Grocery,DIST_W_01,6.986061,79.854236,337.3573429113866,0.42857142857142855
OUT_00915,10.574314880977163,77.27709127501785,13.045315261725678,465.2698547629952,44,3201.539930706171,10341.740306190211,1,Small,Eatery,DIST_W_02,6.853208,79.96654,90.94639365065092,0.38461538461538464
OUT_00916,25.7159396620447,189.82593228930853,33.33381017470015,3857.390949306705,150,6873.459356046425,23715.63876086165,2,Medium,Grocery,DIST_W_02,6.740787,79.826336,288.70527448355784,0.5
OUT_00917,23.467355623245773,141.55705657337353,29.944836545616113,2909.9520972824757,124,6090.069260292392,20198.897986165164,1,Medium,Kiosk,DIST_W_02,6.989489,79.804383,223.8763399244431,0.52
OUT_00918,63.6832309791629,401.0459824362487,78.54381966722859,15283.975434999096,240,17365.336217025495,65806.99070668008,4,Large,Kiosk,DIST_W_01,7.024689,80.000663,896.1394822778152,0.5172413793103449
OUT_00919,12.671626876549531,81.30091994239059,17.03415155808465,950.3720157412149,75,3422.8164854920624,11346.98295763975,0,small,SMMT,DIST_W_01,6.776892,80.065851,124.6348336345668,0.42857142857142855
OUT_00920,24.250255082117278,183.37547216187195,32.83835033967541,2958.531120018308,122,7015.954755823613,22816.13995399857,1,Medium,Eatery,DIST_W_03,7.142957,80.044824,322.11087710742345,0.4166666666666667
OUT_00921,25.135091404768833,182.6280290732602,33.94123911403918,3342.9671568342546,133,6542.914330156868,20852.90698333021,1,Medium,SMMT,DIST_W_02,6.766464,79.991547,342.6005806707096,0.4230769230769231
OUT_00922,12.069380719916953,81.49568377972741,17.481963801692643,639.6771781555985,53,3038.1642942119156,9740.942332700744,1,Small,Hotel,DIST_W_03,6.700465,80.070967,116.4752012944419,0.3333333333333333
OUT_00923,57.325407137969094,389.7949015551928,69.73214847521751,15592.510741527594,272,16736.9180314982,64829.42301844312,5,Large,Hotel,DIST_W_02,7.037447,79.87172,934.5290329034497,0.48484848484848486
OUT_00924,22.64014398279777,136.4221781741955,27.54858414435229,3033.7792936949013,134,7087.17582973211,23054.68020574114,2,Medium,Pharmacy,DIST_W_01,6.905341,79.862907,212.33855852318212,0.4230769230769231
OUT_00925,16.54537525549161,84.68725613434047,19.830965085638045,926.5410143075302,56,3875.619064307034,11284.24509147757,0,Small,Eatery,DIST_W_03,7.090945,80.029758,134.10842988383763,0.42105263157894735
OUT_00926,10.808968471126075,56.76624665450752,11.751347217551668,670.1560452098166,62,3228.0021051448393,10989.361799242475,0,Small,SMMT,DIST_W_01,6.765359,80.001513,84.12990548406084,0.5263157894736842
OUT_00927,11.596092935808223,66.13156697982001,14.901162477755268,545.0163679829865,47,3105.147661791959,8994.099733983254,0,Small,SMMT,DIST_W_01,6.952228,79.893657,101.85605114252128,0.4
OUT_00928,11.552583721800966,97.73481932590975,16.744402968298658,670.049855864456,58,2855.985580911033,10888.81263631909,0,Small,Hotel,DIST_W_02,6.816112,79.921598,135.76183940699352,0.35294117647058826
OUT_00929,29.777851796323063,184.96616742559272,37.83356415113808,4139.1213996889055,139,7058.227768229233,23887.20202325125,2,Medium,Grocery,DIST_W_03,6.885116,80.025384,298.573294501016,0.5172413793103449
OUT_00930,26.60323250173961,213.3999064157206,38.78602242811448,3431.8169927244094,129,7099.319232489831,23739.015215852334,2,Medium,Grocery,DIST_W_03,7.028858,79.992471,342.4024740367118,0.52
OUT_00931,9.616601186377538,86.00309348462928,12.599050870516065,615.4624759281625,64,3010.6477930605615,10477.674772137623,0,Small,SMMT,DIST_W_02,6.833708,80.043717,100.45695557867282,0.42105263157894735
OUT_00932,13.675105108979697,97.01811740795384,20.825033286532587,806.8312014298021,59,3326.67624362759,11189.355917069484,1,Small,Eatery,DIST_W_02,6.972962,80.077862,144.06234571164697,0.3333333333333333
OUT_00933,66.75516302423071,405.842635014606,85.40774099417361,16288.259777912293,244,17310.652325443938,58032.22545090537,3,Large,Kiosk,DIST_W_03,6.773348,80.007097,851.3507083687709,0.5666666666666667
OUT_00934,64.20390416803167,422.2215806397471,83.79853519894988,13354.412066950588,208,16321.353135545449,61828.46991961239,3,Large,Grocery,DIST_W_03,6.726886,80.000807,913.4146034541972,0.68
OUT_00935,27.122881756856547,167.75394638115,35.299885024719565,4014.186500014769,148,6580.20978729853,25175.270469077,1,Medium,Pharmacy,DIST_W_03,6.856032,80.040719,320.0541831084535,0.5555555555555556
OUT_00936,13.49456647533093,87.17169424556889,19.759103487936784,890.6413873718413,66,3637.921832976846,11484.445253255872,0,Small,Hotel,DIST_W_02,7.041326,79.870687,121.91067889814968,0.35
OUT_00937,64.74851958103918,427.5388039278068,81.86581364458607,15863.387297354597,245,18010.842928278427,60382.31151022051,5,Large,Pharmacy,DIST_W_03,7.129253,79.839506,833.8323022966197,0.625
OUT_00938,25.124998298084993,142.16640351198856,30.30371934299766,2738.6248144912643,109,6812.739847618363,22606.303306701226,2,Medium,Pharmacy,DIST_W_01,6.826157,80.061913,232.17640846656064,0.4583333333333333
OUT_00939,11.773864895116557,69.51624027692128,15.139709369434835,729.9796234972265,62,2911.9347217268837,9165.622710877167,1,Small,Grocery,DIST_W_02,6.937738,80.054729,109.5974526499281,0.35294117647058826
OUT_00940,16.338020344113136,93.05371214769856,22.275990057501623,849.5770578938831,52,2959.7463110452945,8276.464212124507,1,Small,Hotel,DIST_W_03,7.018024,79.920538,126.35152825470075,0.4444444444444444
OUT_00941,21.868113827314637,186.25645640900925,29.101355184799985,2689.7780007597003,123,6383.069743457426,24032.41951002517,1,Medium,Grocery,DIST_W_01,6.930449,80.048613,250.33125801512156,0.4166666666666667
OUT_00942,26.53476125933746,173.13430274476698,35.263563397101734,3369.9146799358577,127,6479.032768800392,24302.13356763849,2,Medium,Bakery,DIST_W_03,7.119427,80.001304,267.97433711014526,0.4444444444444444
OUT_00943,58.89143701927985,366.8441553779211,70.78836899598717,13191.681892318686,224,16875.211452304145,59606.160864818274,4,Large,Grocery,DIST_W_01,6.852121,79.841774,663.2774243976963,0.5333333333333333
OUT_00944,13.917863830684446,90.73003456516072,20.670031925511676,765.4825106876445,55,2752.9180416871873,7621.372221440632,1,Small,SMMT,DIST_W_02,6.735458,79.904939,103.51139954407611,0.35294117647058826
OUT_00945,27.96307411942752,191.93407556363343,37.817779540841244,3802.978080242143,136,6720.870664239622,23954.50889733772,2,Medium,SMMT,DIST_W_02,6.824396,80.082617,333.225387875148,0.5384615384615384
OUT_00946,12.317860915744282,73.13102484398605,15.35378295570705,788.343098607634,64,3670.9373235566936,11937.741544491317,1,Small,Hotel,DIST_W_01,6.769627,79.803215,114.44965115629961,0.3888888888888889
OUT_00947,10.19418266498174,71.11756711696157,14.719098132651919,621.8451425638862,61,2925.7041877509505,8676.388665142458,0,Small,SMMT,DIST_W_01,6.878596,79.903227,98.6632168319257,0.3125
OUT_00948,16.80432126155075,90.03161255821546,21.953261124911442,1142.693845785451,68,3432.131733157601,9689.236763610135,0,Small,SMMT,DIST_W_02,6.95276,79.952327,171.04313351355756,0.5
OUT_00949,15.675778475334095,72.15756018176978,19.876454286470082,611.3553605380297,39,3152.4753759697733,10624.388520449273,0,Small,Eatery,DIST_W_02,6.736682,79.998944,90.70696571510139,0.375
OUT_00950,11.690759368951758,102.28864605353876,17.560304228069423,607.9194871854914,52,3294.588581839451,10692.876341440016,0,Small,Grocery,DIST_W_02,7.108812,80.068517,109.72754997811437,0.4444444444444444
OUT_00951,26.123261898951146,184.8562427193682,34.96159347933812,3500.5170944594533,134,7177.4618510584305,26081.99897930624,1,Medium,Bakery,DIST_W_02,6.929014,79.876994,269.9667356889343,0.42857142857142855
OUT_00952,60.98397689643278,427.9008699739975,79.69875022088287,14026.31468617954,230,16564.496784295323,60707.86762549934,4,Large,Eatery,DIST_W_02,7.073181,79.893472,831.3207255183515,0.5666666666666667
OUT_00953,14.363907264502458,87.46611942974039,18.99480723757262,1005.473508515172,70,3696.2692016781543,11428.851384734526,1,Small,Bakery,DIST_W_01,6.727366,79.861273,111.59834029312297,0.47368421052631576
OUT_00954,61.32461740587619,426.887831897028,75.29271382576091,12878.169655234,210,17061.095396706587,56368.01624902016,3,Large,Grocery,DIST_W_01,6.976912,79.953894,915.6220773710098,0.4642857142857143
OUT_00955,29.053387053500096,183.5460943528548,38.623408660069536,3747.8869299015123,129,6900.706748529175,24957.070897969686,1,Medium,Hotel,DIST_W_02,6.760182,79.820281,309.1661496551851,0.5
OUT_00956,24.919489935004318,183.2468911662485,34.72245513325361,3339.2116512905786,134,7040.590195587241,27791.805388704837,1,Medium,Grocery,DIST_W_02,7.052781,79.892311,312.22328607515243,0.4482758620689655
OUT_00957,10.370190025840866,65.43838807171576,12.755186494271351,570.3604514212476,55,2902.1742705118913,10361.664499860362,0,Small,Grocery,DIST_W_01,7.059359,79.833181,91.27915433901094,0.3333333333333333
OUT_00958,12.804883917064293,91.98215082676828,18.753971794629553,768.2930350238576,60,3598.0896182586444,10971.58608682229,0,Small,Eatery,DIST_W_02,6.794938,79.811687,121.47277996223585,0.3333333333333333
OUT_00959,10.684613557154895,87.11730188350992,13.302591972576641,715.869108329378,67,3088.9232061042194,13600.545165578023,0,Small,Grocery,DIST_W_01,6.922092,80.002676,127.48835519829187,0.391304347826087
OUT_00960,59.642319098694315,377.1491999667312,74.37392714424291,13479.164116304915,226,16916.340009897707,58563.71195174183,3,Large,SMMT,DIST_W_02,7.035794,79.809517,709.6606695161722,0.4666666666666667
OUT_00961,10.310451700912678,62.37414067959121,13.115865204572799,360.86580953194374,35,3623.868518840951,9722.928122941184,1,Small,Eatery,DIST_W_02,7.193448,80.026371,99.350249773988,0.2727272727272727
OUT_00962,24.001952939391753,183.53895540249889,32.23408160209743,3696.30075266633,154,6993.447168438063,24368.637091508197,2,Medium,Pharmacy,DIST_W_02,6.899321,80.058877,348.3891798746579,0.4444444444444444
OUT_00963,24.799671777686076,143.40161454706782,32.97298620600875,2479.9671777686076,100,6498.238182796716,21829.267344757725,2,Medium,Grocery,DIST_W_01,6.703491,79.921044,254.21036731606694,0.45
OUT_00964,9.915766471856736,53.805210144191385,10.246101887110278,416.46219181798295,42,4010.449655090842,12248.373693000782,0,Small,Kiosk,DIST_W_03,7.113762,79.800179,75.92852685863791,0.3333333333333333
OUT_00965,84.97720897385372,388.6637880690064,65.72060666480665,27277.684080607043,321,32877.937692987245,115571.51718869264,2,Extra Large,SMMT,DIST_W_01,6.79246,79.928447,1088.592195666811,0.34285714285714286
OUT_00966,14.810897995088299,73.23226510395399,18.26118275085714,622.0577157937086,42,3527.0966562536305,8742.900996812537,0,Small,Pharmacy,DIST_W_01,6.919324,80.093249,109.76694418592928,0.35714285714285715
OUT_00967,14.633032795660277,94.71387336666436,19.169916615924205,965.7801645135783,66,3567.071940122876,12515.024020483002,0,Small,Eatery,DIST_W_02,7.119999,79.901797,143.35151945161735,0.38095238095238093
OUT_00968,12.61444985575012,74.7888432168812,17.368272215530492,542.4213437972552,43,3012.2913331137293,9156.999586626433,0,Small,Pharmacy,DIST_W_02,7.037009,80.053294,116.57478887690459,0.42857142857142855
OUT_00969,28.785026019999354,206.68169756161475,38.54309907947683,3252.707940259927,113,6975.083230962395,25187.00555770643,1,Medium,Bakery,DIST_W_02,6.863141,79.806227,297.16870832812106,0.5217391304347826
OUT_00970,12.798654060836126,106.81553066057704,19.834584663858575,588.7380867984618,46,3643.7441537323016,11647.923796877642,1,Small,Hotel,DIST_W_02,6.75933,79.851563,111.5928036586528,0.3125
OUT_00971,15.860541288582406,91.15358053379504,20.770976794726867,745.445440563373,47,3578.586656304285,9830.692174507123,1,Small,Kiosk,DIST_W_01,6.920036,79.944855,105.58647951443886,0.42857142857142855
OUT_00972,27.786355848820143,175.80547301257417,36.92795796849756,3695.585327893079,133,6783.698588257477,25353.41305057392,1,Medium,Kiosk,DIST_W_02,7.167398,80.072761,300.9236260424969,0.4230769230769231
OUT_00973,65.95805381434597,418.8755585031255,85.48352660888764,16423.555399772147,249,17646.24347176297,59348.7357589748,4,Large,Kiosk,DIST_W_01,7.002963,79.951113,915.0479167690788,0.6060606060606061
OUT_00974,11.06214193789623,76.24925612674993,15.040235595528946,597.3556646463965,54,3531.4262878930826,11630.65407443106,0,small,Pharmacy,DIST_W_02,6.922726,79.977666,113.34522149250043,0.35294117647058826
OUT_00975,13.981930739143923,65.87824342322213,15.654087849604304,699.0965369571961,50,3126.9177577194937,10117.56813046898,0,Small,Hotel,DIST_W_02,7.114911,79.996418,97.53659157781168,0.47058823529411764
OUT_00976,24.915614123822333,187.293545373406,33.98754526894617,3587.848433830416,144,6820.864728733059,26640.40694456701,2,Medium,SMMT,DIST_W_01,6.973523,79.826234,285.25475671041784,0.5
OUT_00977,15.832591890155657,78.17640660872667,20.177312961784658,807.4621863979385,51,3415.371440752908,11224.471805792024,0,Small,SMMT,DIST_W_02,6.836994,80.086695,97.4513759300036,0.5
OUT_00978,14.97654064115045,80.74021025282852,19.434371155918473,808.7331946221243,54,3918.717361033344,12998.317218906292,0,Small,Hotel,DIST_W_03,7.126463,79.834747,121.64312751508268,0.4666666666666667
OUT_00979,12.195978906224305,71.8570843780878,15.451273806122284,658.5828609361124,54,3187.8125112348216,8797.544861454648,1,Small,Grocery,DIST_W_01,6.954071,79.986072,114.86983970152221,0.35294117647058826
OUT_00980,13.189573914087074,73.85112074059425,16.390316885767714,830.9431565874856,63,3490.1622256729743,12262.218386786928,1,Small,Bakery,DIST_W_02,6.796008,79.843806,109.2478424914258,0.4
OUT_00981,24.95715661995707,168.87339452256018,31.597689995207084,3543.9162400339037,142,7216.016646349019,23500.508099623195,1,Medium,Bakery,DIST_W_01,7.11297,80.008968,332.59472968467855,0.4444444444444444
OUT_00982,13.889659619217117,90.28923289363972,20.098011349672834,694.4829809608558,50,3184.161484613142,8889.003076248628,0,Small,Pharmacy,DIST_W_03,7.035703,80.077892,123.33444115838695,0.3333333333333333
OUT_00983,14.77479167869804,61.45051791090964,16.96661487205545,517.1177087544314,35,3059.141113549102,9399.004391068816,0,Small,Kiosk,DIST_W_02,6.975968,79.872551,84.1136617269045,0.46153846153846156
